date,Spread
2016-05-10,151.207
2016-05-11,147.731
2016-05-12,148.199
2016-05-13,143.048
2016-05-16,148.375
2016-05-17,148.237
2016-05-18,155.371
2016-05-19,154.345
2016-05-20,152.809
2016-05-23,150.939
2016-05-24,151.184
2016-05-25,153.576
2016-05-26,153.311
2016-05-27,153.562
2016-05-30,153.562
2016-05-31,155.589
2016-06-01,154.118
2016-06-02,152.165
2016-06-03,141.635
2016-06-06,147.29
2016-06-07,144.884
2016-06-08,146.38
2016-06-09,143.309
2016-06-10,139.182
2016-06-13,135.086
2016-06-14,134.166
2016-06-15,131.257
2016-06-16,131.938
2016-06-17,135.52
2016-06-20,143.428
2016-06-21,143.196
2016-06-22,141.632
2016-06-23,145.665
2016-06-24,130.625
2016-06-27,118.917
2016-06-28,120.767
2016-06-29,125.174
2016-06-30,120.59
2016-07-01,118.713
2016-07-04,118.544
2016-07-05,112.647
2016-07-06,109.43
2016-07-07,109.58
2016-07-08,107.889
2016-07-11,114.112
2016-07-12,121.498
2016-07-13,116.902
2016-07-14,122.018
2016-07-15,124.743
2016-07-18,128.17
2016-07-19,123.806
2016-07-20,125.538
2016-07-21,124.146
2016-07-22,124.665
2016-07-25,126.368
2016-07-26,125.16
2016-07-27,121.352
2016-07-28,126.094
2016-07-29,119.439
2016-08-01,126.274
2016-08-02,128.185
2016-08-03,126.807
2016-08-04,124.207
2016-08-05,132.474
2016-08-08,132.819
2016-08-09,126.218
2016-08-10,122.258
2016-08-11,127.441
2016-08-12,123.375
2016-08-15,126.764
2016-08-16,129.559
2016-08-17,124.98
2016-08-18,123.623
2016-08-19,127.372
2016-08-22,124.814
2016-08-23,124.138
2016-08-24,124.148
2016-08-25,125.006
2016-08-26,130.49
2016-08-29,124.494
2016-08-30,123.653
2016-08-31,124.513
2016-09-01,123.827
2016-09-02,127.767
2016-09-05,127.767
2016-09-06,121.946
2016-09-07,119.824
2016-09-08,125.305
2016-09-09,133.408
2016-09-12,129.656
2016-09-13,137.193
2016-09-14,137.29
2016-09-15,140.155
2016-09-16,140.851
2016-09-19,145.815
2016-09-20,139.497
2016-09-21,144.316
2016-09-22,144.76
2016-09-23,144.596
2016-09-26,139.628
2016-09-27,129.774
2016-09-28,129.292
2016-09-29,130.12
2016-09-30,131.541
2016-10-03,131.771
2016-10-04,136.079
2016-10-05,137.654
2016-10-06,141.159
2016-10-07,139.765
2016-10-10,139.765
2016-10-11,142.807
2016-10-12,142.416
2016-10-13,145.195
2016-10-14,150.346
2016-10-17,146.161
2016-10-18,139.796
2016-10-19,140.838
2016-10-20,142.077
2016-10-21,140.491
2016-10-24,144.002
2016-10-25,142.109
2016-10-26,146.336
2016-10-27,156.447
2016-10-28,156.091
2016-10-31,152.111
2016-11-01,147.12
2016-11-02,143.621
2016-11-03,144.009
2016-11-04,140.482
2016-11-07,141.902
2016-11-08,143.173
2016-11-09,162.575
2016-11-10,167.807
2016-11-11,167.807
2016-11-14,174.372
2016-11-15,173.165
2016-11-16,176.065
2016-11-17,187.127
2016-11-18,192.02
2016-11-21,187.902
2016-11-22,182.467
2016-11-23,185.236
2016-11-24,185.236
2016-11-25,185.983
2016-11-28,184.548
2016-11-29,180.878
2016-11-30,189.876
2016-12-01,197.61
2016-12-02,191.802
2016-12-05,192.717
2016-12-06,189.639
2016-12-07,183.756
2016-12-08,189.947
2016-12-09,192.94
2016-12-12,196.367
2016-12-13,193.325
2016-12-14,203.262
2016-12-15,209.424
2016-12-16,209.423
2016-12-19,204.587
2016-12-20,204.593
2016-12-21,202.717
2016-12-22,204.392
2016-12-23,202.463
2016-12-26,202.463
2016-12-27,204.187
2016-12-28,199.535
2016-12-29,202.336
2016-12-30,194.002
2017-01-02,194.185
2017-01-03,195.214
2017-01-04,190.605
2017-01-05,182.657
2017-01-06,190.161
2017-01-09,186.22
2017-01-10,186.301
2017-01-11,185.947
2017-01-12,184.537
2017-01-13,186.665
2017-01-16,186.848
2017-01-17,179.747
2017-01-18,190.165
2017-01-19,196.628
2017-01-20,196.436
2017-01-23,190.476
2017-01-24,195.763
2017-01-25,201.419
2017-01-26,200.182
2017-01-27,197.168
2017-01-30,198.059
2017-01-31,193.536
2017-02-01,196.229
2017-02-02,197.12
2017-02-03,196.232
2017-02-06,188.488
2017-02-07,187.206
2017-02-08,179.821
2017-02-09,185.168
2017-02-10,186.925
2017-02-13,189.78
2017-02-14,192.667
2017-02-15,195.515
2017-02-16,192.205
2017-02-17,189.694
2017-02-20,189.694
2017-02-21,191.128
2017-02-22,189.519
2017-02-23,185.931
2017-02-24,180.415
2017-02-27,185.741
2017-02-28,178.067
2017-03-01,182.812
2017-03-02,181.087
2017-03-03,177.218
2017-03-06,177.355
2017-03-07,177.126
2017-03-08,183.851
2017-03-09,187.073
2017-03-10,182.8
2017-03-13,187.927
2017-03-14,183.328
2017-03-15,176.677
2017-03-16,181.401
2017-03-17,176.922
2017-03-20,172.949
2017-03-21,165.566
2017-03-22,163.296
2017-03-23,164.74
2017-03-24,164.545
2017-03-27,159.939
2017-03-28,164.067
2017-03-29,159.937
2017-03-30,165.785
2017-03-31,163.069
2017-04-03,155.752
2017-04-04,158.337
2017-04-05,153.286
2017-04-06,153.318
2017-04-07,156.445
2017-04-10,155.848
2017-04-11,148.341
2017-04-12,143.152
2017-04-13,142.979
2017-04-14,142.979
2017-04-17,144.226
2017-04-18,136.055
2017-04-19,140.992
2017-04-20,143.965
2017-04-21,147.099
2017-04-24,148.074
2017-04-25,151.438
2017-04-26,148.567
2017-04-27,149.2
2017-04-28,148.283
2017-05-01,151.038
2017-05-02,143.185
2017-05-03,144.744
2017-05-04,147.516
2017-05-05,145.97
2017-05-08,149.269
2017-05-09,149.839
2017-05-10,151.991
2017-05-11,150.845
2017-05-12,145.195
2017-05-15,146.445
2017-05-16,141.617
2017-05-17,133.005
2017-05-18,131.489
2017-05-19,132.516
2017-05-22,135.452
2017-05-23,137.041
2017-05-24,132.029
2017-05-25,133.062
2017-05-26,131.675
2017-05-29,131.675
2017-05-30,128.008
2017-05-31,122.708
2017-06-01,123.578
2017-06-02,118.351
2017-06-05,120.608
2017-06-06,116.939
2017-06-07,118.187
2017-06-08,119.242
2017-06-09,119.948
2017-06-12,121.344
2017-06-13,120.974
2017-06-14,111.928
2017-06-15,115.748
2017-06-16,114.522
2017-06-19,118.181
2017-06-20,114.0
2017-06-21,117.751
2017-06-22,119.236
2017-06-23,118.194
2017-06-26,117.668
2017-06-27,119.879
2017-06-28,122.16
2017-06-29,123.997
2017-06-30,128.733
2017-07-03,131.829
2017-07-04,130.28
2017-07-05,127.612
2017-07-06,132.909
2017-07-07,134.884
2017-07-10,133.635
2017-07-11,131.856
2017-07-12,127.068
2017-07-13,130.762
2017-07-14,129.519
2017-07-17,127.228
2017-07-18,120.171
2017-07-19,116.138
2017-07-20,111.506
2017-07-21,107.342
2017-07-24,108.095
2017-07-25,117.107
2017-07-26,116.879
2017-07-27,120.906
2017-07-28,120.629
2017-07-31,121.675
2017-08-01,118.067
2017-08-02,119.847
2017-08-03,113.725
2017-08-04,118.193
2017-08-07,119.596
2017-08-08,120.083
2017-08-09,119.423
2017-08-10,115.817
2017-08-11,115.082
2017-08-14,118.943
2017-08-15,124.487
2017-08-16,120.55
2017-08-17,117.903
2017-08-18,118.396
2017-08-21,119.595
2017-08-22,120.427
2017-08-23,116.349
2017-08-24,117.359
2017-08-25,114.822
2017-08-28,112.55
2017-08-29,110.129
2017-08-30,110.685
2017-08-31,111.968
2017-09-01,115.064
2017-09-04,115.064
2017-09-05,104.329
2017-09-06,103.975
2017-09-07,99.046
2017-09-08,100.377
2017-09-11,108.75
2017-09-12,112.273
2017-09-13,114.379
2017-09-14,113.519
2017-09-15,116.682
2017-09-18,120.728
2017-09-19,120.007
2017-09-20,122.566
2017-09-21,123.456
2017-09-22,122.08
2017-09-25,120.094
2017-09-26,117.081
2017-09-27,124.927
2017-09-28,125.135
2017-09-29,127.522
2017-10-02,130.663
2017-10-03,126.182
2017-10-04,125.371
2017-10-05,128.062
2017-10-06,129.033
2017-10-09,129.033
2017-10-10,127.818
2017-10-11,125.524
2017-10-12,123.882
2017-10-13,120.062
2017-10-16,122.595
2017-10-17,119.925
2017-10-18,125.36
2017-10-19,122.491
2017-10-20,127.896
2017-10-23,127.116
2017-10-24,130.307
2017-10-25,132.35
2017-10-26,135.27
2017-10-27,130.348
2017-10-30,126.552
2017-10-31,124.562
2017-11-01,120.785
2017-11-02,117.826
2017-11-03,115.816
2017-11-06,113.179
2017-11-07,110.3
2017-11-08,110.377
2017-11-09,110.853
2017-11-10,117.309
2017-11-13,118.791
2017-11-14,112.837
2017-11-15,107.63
2017-11-16,110.911
2017-11-17,107.737
2017-11-20,109.795
2017-11-21,107.175
2017-11-22,102.955
2017-11-23,102.955
2017-11-24,107.063
2017-11-27,107.69
2017-11-28,104.605
2017-11-29,109.384
2017-11-30,114.597
2017-12-01,109.544
2017-12-04,109.601
2017-12-05,104.632
2017-12-06,104.923
2017-12-07,107.424
2017-12-08,109.715
2017-12-11,109.699
2017-12-12,107.102
2017-12-13,104.018
2017-12-14,103.972
2017-12-15,103.075
2017-12-18,104.904
2017-12-19,109.602
2017-12-20,111.85
2017-12-21,113.218
2017-12-22,115.12
2017-12-25,115.12
2017-12-26,113.566
2017-12-27,97.085
2017-12-28,104.693
2017-12-29,101.695
2018-01-01,101.695
2018-01-02,106.468
2018-01-03,104.81
2018-01-04,104.853
2018-01-05,107.244
2018-01-08,106.597
2018-01-09,112.085
2018-01-10,113.23
2018-01-11,110.463
2018-01-12,110.337
2018-01-15,110.154
2018-01-16,111.292
2018-01-17,114.367
2018-01-18,119.35
2018-01-19,122.476
2018-01-22,122.584
2018-01-23,117.324
2018-01-24,121.184
2018-01-25,119.255
2018-01-26,123.568
2018-01-29,128.214
2018-01-30,126.98
2018-01-31,124.224
2018-02-01,130.138
2018-02-02,135.559
2018-02-05,121.758
2018-02-06,128.073
2018-02-07,128.881
2018-02-08,127.444
2018-02-09,128.652
2018-02-12,127.598
2018-02-13,123.375
2018-02-14,132.189
2018-02-15,131.142
2018-02-16,127.714
2018-02-19,127.714
2018-02-20,128.417
2018-02-21,130.076
2018-02-22,128.175
2018-02-23,122.212
2018-02-26,121.857
2018-02-27,122.802
2018-02-28,120.108
2018-03-01,118.675
2018-03-02,121.534
2018-03-05,121.656
2018-03-06,120.884
2018-03-07,120.017
2018-03-08,119.768
2018-03-09,122.437
2018-03-12,118.605
2018-03-13,111.655
2018-03-14,106.043
2018-03-15,105.868
2018-03-16,106.776
2018-03-19,109.418
2018-03-20,110.081
2018-03-21,113.154
2018-03-22,110.371
2018-03-23,108.792
2018-03-26,110.344
2018-03-27,100.833
2018-03-28,105.479
2018-03-29,102.606
2018-03-30,102.606
2018-04-02,100.684
2018-04-03,102.625
2018-04-04,110.23
2018-04-05,112.147
2018-04-06,105.808
2018-04-09,106.109
2018-04-10,107.489
2018-04-11,105.486
2018-04-12,108.693
2018-04-13,107.037
2018-04-16,108.325
2018-04-17,103.858
2018-04-18,105.735
2018-04-19,109.193
2018-04-20,115.021
2018-04-23,115.25
2018-04-24,114.307
2018-04-25,117.461
2018-04-26,116.303
2018-04-27,114.427
2018-04-30,114.835
2018-05-01,111.814
2018-05-02,113.806
2018-05-03,111.509
2018-05-04,111.413
2018-05-07,111.683
2018-05-08,111.184
2018-05-09,111.969
2018-05-10,107.012
2018-05-11,106.493
2018-05-14,110.051
2018-05-15,115.957
2018-05-16,118.884
2018-05-17,120.636
2018-05-18,115.644
2018-05-21,115.26
2018-05-22,112.644
2018-05-23,107.898
2018-05-24,107.467
2018-05-25,103.708
2018-05-28,103.708
2018-05-29,89.191
2018-05-30,93.206
2018-05-31,95.369
2018-06-01,99.249
2018-06-04,103.277
2018-06-05,98.427
2018-06-06,103.092
2018-06-07,98.486
2018-06-08,102.361
2018-06-11,104.201
2018-06-12,103.781
2018-06-13,103.576
2018-06-14,100.467
2018-06-15,99.035
2018-06-18,98.935
2018-06-19,96.35
2018-06-20,100.391
2018-06-21,96.371
2018-06-22,97.754
2018-06-25,98.346
2018-06-26,95.106
2018-06-27,90.01
2018-06-28,91.623
2018-06-29,93.766
2018-07-02,93.593
2018-07-03,85.94
2018-07-04,85.94
2018-07-05,87.558
2018-07-06,87.112
2018-07-09,89.568
2018-07-10,87.492
2018-07-11,88.782
2018-07-12,87.658
2018-07-13,85.091
2018-07-16,87.188
2018-07-17,85.002
2018-07-18,86.698
2018-07-19,84.871
2018-07-20,91.435
2018-07-23,99.079
2018-07-24,95.645
2018-07-25,97.744
2018-07-26,98.71
2018-07-27,96.52
2018-07-30,98.391
2018-07-31,93.442
2018-08-01,98.368
2018-08-02,97.866
2018-08-03,94.184
2018-08-06,92.245
2018-08-07,91.943
2018-08-08,90.653
2018-08-09,87.757
2018-08-10,82.533
2018-08-13,83.343
2018-08-14,82.193
2018-08-15,79.865
2018-08-16,81.261
2018-08-17,82.286
2018-08-20,78.145
2018-08-21,75.303
2018-08-22,73.975
2018-08-23,74.45
2018-08-24,71.065
2018-08-27,74.175
2018-08-28,76.02
2018-08-29,75.883
2018-08-30,75.553
2018-08-31,75.885
2018-09-03,75.885
2018-09-04,78.436
2018-09-05,76.678
2018-09-06,74.289
2018-09-07,79.873
2018-09-10,80.178
2018-09-11,82.458
2018-09-12,81.955
2018-09-13,82.704
2018-09-14,84.303
2018-09-17,83.14
2018-09-18,88.629
2018-09-19,89.389
2018-09-20,89.15
2018-09-21,89.201
2018-09-24,91.826
2018-09-25,88.142
2018-09-26,85.111
2018-09-27,86.269
2018-09-28,85.714
2018-10-01,87.457
2018-10-02,84.816
2018-10-03,95.878
2018-10-04,96.464
2018-10-05,101.603
2018-10-08,101.603
2018-10-09,96.666
2018-10-10,89.426
2018-10-11,88.64
2018-10-12,89.32
2018-10-15,87.238
2018-10-16,85.606
2018-10-17,89.534
2018-10-18,86.904
2018-10-19,88.295
2018-10-22,88.886
2018-10-23,83.21
2018-10-24,76.817
2018-10-25,78.668
2018-10-26,75.103
2018-10-29,77.6
2018-10-30,79.489
2018-10-31,81.52
2018-11-01,80.542
2018-11-02,88.766
2018-11-05,88.159
2018-11-06,88.183
2018-11-07,87.964
2018-11-08,88.165
2018-11-09,82.942
2018-11-12,82.942
2018-11-13,79.498
2018-11-14,74.608
2018-11-15,74.953
2018-11-16,70.76
2018-11-19,70.773
2018-11-20,67.858
2018-11-21,66.09
2018-11-22,66.09
2018-11-23,63.505
2018-11-26,64.976
2018-11-27,65.756
2018-11-28,67.235
2018-11-29,67.152
2018-11-30,64.032
2018-12-03,62.742
2018-12-04,49.617
2018-12-05,49.617
2018-12-06,48.851
2018-12-07,45.132
2018-12-10,47.601
2018-12-11,47.682
2018-12-12,47.934
2018-12-13,49.845
2018-12-14,47.016
2018-12-17,46.861
2018-12-18,42.811
2018-12-19,35.54
2018-12-20,41.931
2018-12-21,40.42
2018-12-24,35.335
2018-12-25,32.839
2018-12-26,37.764
2018-12-27,35.706
2018-12-28,33.475
2018-12-31,31.469
2019-01-01,23.586
2019-01-02,20.044
2019-01-03,14.647
2019-01-04,25.606
2019-01-07,28.197
2019-01-08,28.733
2019-01-09,27.212
2019-01-10,30.945
2019-01-11,27.883
2019-01-14,28.323
2019-01-15,27.748
2019-01-16,29.674
2019-01-17,34.341
2019-01-18,38.296
2019-01-21,38.296
2019-01-22,33.297
2019-01-23,33.628
2019-01-24,34.716
2019-01-25,37.759
2019-01-28,35.558
2019-01-29,29.993
2019-01-30,25.752
2019-01-31,23.253
2019-02-01,28.796
2019-02-04,33.771
2019-02-05,28.846
2019-02-06,27.467
2019-02-07,24.767
2019-02-08,20.949
2019-02-11,22.165
2019-02-12,25.734
2019-02-13,26.933
2019-02-14,22.356
2019-02-15,23.575
2019-02-18,23.575
2019-02-19,20.979
2019-02-20,20.162
2019-02-21,24.338
2019-02-22,20.176
2019-02-25,21.271
2019-02-26,19.248
2019-02-27,23.683
2019-02-28,27.464
2019-03-01,31.765
2019-03-04,29.03
2019-03-05,27.108
2019-03-06,23.747
2019-03-07,18.612
2019-03-08,18.095
2019-03-11,20.729
2019-03-12,15.575
2019-03-13,17.822
2019-03-14,18.738
2019-03-15,14.473
2019-03-18,16.104
2019-03-19,15.621
2019-03-20,6.011
2019-03-21,7.096
2019-03-22,-1.3639999999999999
2019-03-25,-4.905
2019-03-26,-3.819
2019-03-27,-6.63
2019-03-28,-2.775
2019-03-29,0.879
2019-04-01,11.763
2019-04-02,5.385
2019-04-03,9.626
2019-04-04,8.745
2019-04-05,6.817
2019-04-08,10.283
2019-04-09,8.052
2019-04-10,4.75
2019-04-11,6.95
2019-04-12,13.557
2019-04-15,14.541
2019-04-16,16.513
2019-04-17,15.863
2019-04-18,14.286
2019-04-19,14.286
2019-04-22,15.653
2019-04-23,12.435
2019-04-24,9.56
2019-04-25,11.013
2019-04-26,8.148
2019-04-29,11.116
2019-04-30,7.651
2019-05-01,8.254
2019-05-02,11.385
2019-05-03,9.802
2019-05-06,5.2620000000000005
2019-05-07,3.906
2019-05-08,5.329
2019-05-09,1.7349999999999999
2019-05-10,4.273
2019-05-13,-0.74
2019-05-14,1.332
2019-05-15,-2.878
2019-05-16,0.284
2019-05-17,0.746
2019-05-20,4.012
2019-05-21,4.807
2019-05-22,1.338
2019-05-23,-3.972
2019-05-24,-1.948
2019-05-27,-1.948
2019-05-28,-8.404
2019-05-29,-9.279
2019-05-30,-15.78
2019-05-31,-21.867
2019-06-03,-26.097
2019-06-04,-21.994
2019-06-05,-20.951999999999998
2019-06-06,-19.332
2019-06-07,-19.595
2019-06-10,-12.839
2019-06-11,-11.29
2019-06-12,-9.948
2019-06-13,-8.95
2019-06-14,-9.547
2019-06-17,-9.182
2019-06-18,-16.15
2019-06-19,-14.621
2019-06-20,-10.762
2019-06-21,-6.111
2019-06-24,-9.813
2019-06-25,-14.1
2019-06-26,-10.214
2019-06-27,-12.971
2019-06-28,-9.457
2019-07-01,-9.356
2019-07-02,-22.135
2019-07-03,-25.814
2019-07-04,-25.814
2019-07-05,-18.912
2019-07-08,-18.807
2019-07-09,-18.604
2019-07-10,-11.769
2019-07-11,-0.514
2019-07-12,-1.556
2019-07-15,-4.864
2019-07-16,-4.908
2019-07-17,-7.818
2019-07-18,-0.907
2019-07-19,-1.625
2019-07-22,-3.003
2019-07-23,2.967
2019-07-24,-5.481
2019-07-25,-2.417
2019-07-26,-4.99
2019-07-29,-4.225
2019-07-30,-1.663
